dvanáct;dv-a-náct
prokrindapána;pro-krind-a-pán-a
mohli;moh-l-i
zabývá;za-bý-v-á
vrhňete;vrh-ň-e-te
zakvílel;za-kvíl-e-l
cephalocereus;cephalocereus
řeka;řek-a
míti;m-í-ti
spala;sp-a-l-a
faktu;fakt-u
vápna;vápn-a
tovaryš;tovaryš
maršova;marš-ov-a
mysliti;mysl-i-ti
panáček;pan-áč-ek
určitýX;urč-it-ý-X
mnohosti;mnoh-ost-i
kopce;kop-c-e
uďelal;u-ďel-a-l
zardOsil;za-rdOs-i-l
zhrdati;z-hrd-a-ti
pravil;prav-i-l
vidí;vid-í
opletačky;o-plet-a-č-k-y
závislá;zá-vis-l-á
umyté;u-my-t-é
právem;práv-e-m
ohnivýX;ohn-iv-ý-X
jakémsi;jak-é-m-si
dopáleňe;do-pál-e-ň-e
připadá;při-pad-á
pozOn;pozOn
namlátili;na-mlát-i-l-i
mOXy;mOX-y
závJEry;zá-vJEr-y
rozletu;roz-let-u
předXůdce;před-Xůd-c-e
shoduje;s-hod-u-j-e
tužbami;tuž-b-a-m-i
buXary;buXar-y
nejste;ne-js-te
výška;výš-k-a
jediného;jedin-é-ho
nabízím;na-bíz-í-m
rrrrukávy;rrrruk-áv-y
ďedečkovi;ďed-eč-k-ovi
mučivJEjší;muč-i-v-JEj-š-í
in;in
nebožtíku;ne-bož-t-ík-u
přednost;před-n-ost
obloze;ob-loz-e
skanulo;s-kan-u-l-o
zdeničky;zden-ič-k-y
tíseň;tíseň
dovede;do-ved-e
vydrovi;vyrd-ovi
výjimečné;vý-jim-eč-n-é
uklonila;u-klon-i-l-a
nejhlubší;nej-hlub-š-í
poznává;po-zn-á-v-á
skla;skl-a
spadlo;s-pad-l-o
vedeny;ved-en-y
bílýX;bíl-ý-X
vrabcům;vrab-c-ů-m
povykuje;po-vyk-u-j-e
deweyovO;dewey-ov-O
indiánům;indián-ů-m
nevede;ne-ved-e
úsilím;ú-sil-í-m
nesu;nes-u
sedmdesáti;sedm-desát-i
spory;s-por-y
dána;d-á-n-a
faktum;fakt-um
takovýX;tak-ov-ý-X
hnízda;hnízd-a
prašpatná;pra-špat-n-á
jemného;jem-n-é-ho
založila;za-lož-i-l-a
potřásli;po-třás-l-i
stočil;s-toč-i-l
nutný;nut-n-ý
svalil;s-val-i-l
odešel;ode-še-l
kořenů;kořen-ů
ostrý;ostr-ý
loďkáX;loď-k-á-X
činitel;čin-i-tel
filozofů;filo-zof-ů
bijedermeijerový;bijedermeijer-ov-ý
rozporu;roz-por-u
cinkat;cink-a-t
vinohradeX;vinohrad-e-X
ohromná;o-hrom-n-á
upíral;u-pír-a-l
skladby;s-klad-b-y
zánovní;zá-nov-n-í
zvedají;z-ved-aj-í
krajiňe;kraj-iň-e
pojmy;po-jm-y
smutňejší;smut-ň-ej-š-í
pohlíží;po-hlíž-í
volnosti;vol-n-ost-i
bOdu;bOd-u
hypotéza;hypo-téz-a
utřít;u-tř-í-t
vzdeXy;vz-deX-y
vztekal;vz-tek-a-l
pohodlná;po-hod-l-n-á
adresu;adres-u
kamny;kamn-y
ukradl;u-krad-l
lomozil;lomoz-i-l
brOmova;brOmov-a
prorokovat;pro-rok-ova-t
helejme;helej-me
přileťel;při-leť-e-l
táhňete;táh-ň-e-te
zazářily;za-zář-i-l-y
obluďe;o-bluď-e
učitele;uč-i-tel-e
obsahu;ob-sah-u
dojíti;do-jí-ti
systému;systém-u
koruna;korun-a
vezmeš;vez-m-e-š
vjem;v-jem
tOlavá;tOl-a-v-á
odnesla;od-nes-l-a
zahyne;za-hyn-e
skutečného;s-kut-eč-n-é-ho
evropy;evrop-y
přede;přede
úplný;ú-pln-ý
víno;vín-o
myslivci;mysl-iv-c-i
kostelem;kostel-e-m
neuleťel;ne-u-leť-e-l
berní;ber-n-í
nežádal;ne-žád-a-l
teprve;teprv-e
oblékli;ob-lék-l-i
neví;ne-v-í
důkazů;dů-kaz-ů
mamince;mam-in-c-e
sebevíc;s-eb-e-víc
pivoňka;pivoň-k-a
řve;řv-e
pJEknýX;pJEkn-ý-X
ztracen;z-trac-en
nahoru;na-hor-u
nejúčinňejší;nej-ú-čin-ň-ej-š-í
teoretickýX;teor-et-ic-k-ý-X
mohls;moh-l-s
václav;václav
nu;nu
ctihodnému;ct-i-hod-n-é-mu
podrážďeňe;po-drážď-e-ň-e
nesmírnost;ne-s-mír-n-ost
ňekterýX;ňe-kter-ý-X
kvJEty;kvJEt-y
přejímanO;pře-jím-a-n-O
střílel;stříl-e-l
odjeli;od-je-l-i
nepříjemné;ne-pří-jem-n-é
kvetOcíX;kvet-O-c-í-X
průhlední;prů-hled-n-í
bezprostřední;bez-pro-střed-n-í
činitelem;čin-i-tel-e-m
gandara;gandar-a
svJEtnice;svJEt-nic-e
záslužňejšího;zá-služ-ň-ej-š-í-ho
tahle;t-a-hle
nesebere;ne-se-ber-e
veškero;veš-k-er-o
sklenici;skl-en-ic-i
kočka;koč-k-a
spousta;s-poust-a
svO;s-v-O
deXu;deX-u
vyskočil;vy-skoč-i-l
pravidel;prav-i-del
gramů;gram-ů
oslavit;o-slav-i-t
čím;č-í-m
porazím;po-raz-í-m
uradíme;u-rad-í-me
kontorem;kontor-e-m
pracuje;prac-u-j-e
naprosto;na-prost-o
šustí;šust-í
krve;krv-e
zobnOt;zob-nO-t
uznali;u-zn-a-l-i
samovolnO;sam-o-vol-n-O
zalepilo;za-lep-i-l-o
balabánovi;balabán-ovi
jé;jé
překvapen;pře-kvap-en
předstírala;před-stír-a-l-a
významu;vý-znam-u
hrozný;hroz-n-ý
unést;u-nés-t
zatáhlo;za-táh-l-o
eXeX;eX-eX
očekávejte;o-ček-á-v-ej-te
zpJEvu;z-pJE-v-u
hříXy;hříX-y
rozptylují;roz-ptyl-u-j-í
empirii;empir-i-i
širokoplecí;šir-ok-o-plec-í
misce;mis-c-e
hejbaly;hejb-a-l-y
jelikož;jelikož
Xválím;Xvál-í-m
užasle;u-žas-l-e
Xaosem;Xaos-e-m
peřiny;peř-in-y
orgány;orgán-y
kohos;k-o-ho-s
blízkost;blíz-k-ost
empiristy;empri-ist-y
zafrkal;za-frk-a-l
novorozeňete;nov-o-roz-e-ň-et-e
ručním;ruč-n-í-m
pálí;pál-í
sjednocující;s-jedn-oc-uj-í-c-í
pohodí;po-hod-í
pletl;plet-l
zimO;zim-O
dokonalost;do-kon-a-l-ost
noc;noc
naXázel;na-Xáz-e-l
obráceňe;ob-rác-e-ň-e
Xutí;Xut-í
výXod;vý-Xod
namířil;na-míř-i-l
hirsXové;hirsX-ov-é
démon;démon
druhO;druh-O
neúnavňe;ne-ú-nav-ň-e
počít;po-č-í-t
reptání;rept-á-n-í
absolutna;absolut-n-a
zase;zase
nepláXňete;ne-pláX-ň-e-te
vsadili;v-sad-i-l-i
vyjadřuje;vy-jadř-u-j-e
modrého;modr-é-ho
zvJEdavJE;z-vJEd-a-v-JE
nemožné;ne-mož-n-é
stavu;stav-u
jinými;jin-ý-m-i
relativita;rel-at-iv-it-a
očitým;oč-it-ý-m
přetížení;pře-tíž-en-í
mejlka;mejl-k-a
praktickýX;prakt-ic-k-ý-X
závodníkem;zá-vod-n-ík-e-m
uprostřed;u-pro-střed
třepetal;třep-e-t-a-l
pokrokem;po-krok-e-m
vázány;váz-á-n-y
posetý;po-se-t-ý
kobližek;kobliž-ek
obJEd;obJEd
stříbrná;stříbr-n-á
ošetřil;o-šetř-i-l
empirickýX;empir-ic-k-ý-X
kilo;kil-o
itálii;itál-i-i
domluvit;do-mluv-i-t
paruku;paruk-u
vrtí;vrt-í
odplivl;od-pliv-l
mukám;muk-á-m
arXitekt;arXi-tekt
slabostí;slab-ost-í
pravdáX;prav-d-á-X
pacifickO;pacific-k-O
jednomu;jedn-o-mu
utíká;u-tík-á
promyšlen;pro-myšl-en
pokazí;po-kaz-í
připozabili;při-po-za-bi-l-i
zlepšilo;z-lep-š-i-l-o
řaďe;řaď-e
dort;dort
svJEdectví;s-vJEd-ec-tv-í
klásti;klás-ti
jedenáctý;jeden-áct-ý
platila;plat-i-l-a
vyhazoval;vy-haz-ova-l
roztahoval;roz-tah-ova-l
hromada;hromad-a
dopustí;do-pust-í
hloh;hloh
nemyslili;ne-mysl-i-l-i
jahelka;jahelk-a
odbornickO;od-bor-n-ic-k-O
dávat;d-á-v-a-t
námi;n-á-m-i
selhalo;se-lh-a-l-o
řeky;řek-y
odpovJEdi;od-po-vJEd-i
Xťejí;Xť-ej-í
iluzí;iluz-í
okresnímu;okres-n-í-mu
corniger;corniger
sňedí;sňed-í
šleXetného;šleXet-n-é-ho
karel;karel
zvyklí;z-vyk-l-í
vylučuje;vy-luč-u-j-e
náležela;ná-lež-e-l-a
pomůcek;po-můc-ek
lehce;leh-c-e
zralé;zra-l-é
nevyhrát;ne-vy-hrá-t
smutné;smut-n-é
fotbalista;fot-bal-ist-a
skleníky;skl-en-ík-y
nezrodila;ne-z-rod-i-l-a
nesMŇEl;ne-sMŇ-E-l
protivJE;protiv-JE
Xutnala;Xut-n-a-l-a
hluboko;hlub-ok-o
výše;výš-e
bJEhají;bJEh-aj-í
uvítání;u-vít-á-n-í
povím;po-v-í-m
uvedla;u-ved-l-a
gandarovy;gandar-ov-y
zanelliovO;zanelli-ov-O
přetrhnOt;pře-trh-nO-t
shodil;s-hod-i-l
vJEt;vJEt
činňe;čin-ň-e
vážňejší;váž-ň-ej-š-í
záliba;zá-lib-a
šmik;šmik
šeredná;šered-n-á
Xystá;Xyst-á
bídnO;bíd-n-O
oXablosti;o-Xab-l-ost-i
sídlil;síd-l-i-l
inženýrů;inžen-ýr-ů
nazval;na-zv-a-l
nejistoty;ne-jist-ot-y
sám;sám
rázem;ráz-e-m
jednotO;jedn-ot-O
samu;sam-u
hláskem;hlás-k-e-m
vaihingerovJE;vaihinger-ov-JE
žok;žok
dárkem;dár-k-e-m
organizovaná;organ-iz-ova-n-á
vozíkem;voz-ík-e-m
žebráků;žebr-ák-ů
nejdivňejší;nej-div-ň-ej-š-í
vlčákem;vlč-ák-e-m
vodovody;vod-o-vod-y
naďeje;na-ďej-e
lotrandovi;lotrand-ov-i
nEtrální;nEtrál-n-í
nic;ni-c
havlovicíX;hlahovic-í-X
zlato;zlat-o
překvapilo;pře-kvap-i-l-o
příbuzný;příbuz-n-ý
srdce;srd-c-e
virile;virile
dluh;dluh
subjektivníX;sub-jekt-iv-n-í-X
nebojím;ne-boj-í-m
strážný;stráž-n-ý
zpJEv;z-pJE-v
stane;sta-n-e
škvrňe;škvr-ň-e
zasyčím;za-syč-í-m
najdete;na-jd-e-te
vJEřit;vJEř-i-t
určitelnýX;urč-i-tel-n-ý-X
definována;de-fin-ová-n-a
dokud;do-k-ud
výmezů;vý-mez-ů
sténal;stén-a-l
statečný;stat-eč-n-ý
lékařský;lék-ař-sk-ý
brejle;brejl-e
dostaviti;do-stav-i-ti
XvJEje;XvJE-j-e
zakladatel;za-klad-a-tel
ferdo;ferd-o
Xová;Xov-á
idealistickO;ideal-ist-ic-k-O
nesmírnO;ne-s-mír-n-O
mínil;mín-i-l
uspokojivé;u-s-po-koj-i-v-é
žaludku;žaludk-u
parku;park-u
napjatá;na-pj-a-t-á
stačily;stač-i-l-y
lucernO;lucer-n-O
potom;po-t-o-m
závrať;zá-vrať
homicidijem;homi-cidij-e-m
anarXii;an-arX-i-i
dostaneme;do-sta-n-e-me
landovO;land-ov-O
jedem;jed-e-m
špek;špek
storma;storm-a
podřadný;pod-řad-n-ý
maršrútu;maršrút-u
typ;typ
vodníky;vod-n-ík-y
nešla;ne-š-l-a
vytrhnOt;vy-trh-n-O-t
mříží;mríž
sním;sn-í-m
křičela;křič-e-l-a
necenu;ne-cen-u
eKSistovala;eKSist-ova-l-a
prose;pros-e
českoslovenští;čes-k-o-slov-en-št-í
díváš;dív-á-š
prstíčky;prst-íč-k-y
dar;dar
pánovi;pán-ovi
talent;talent
rase;ras-e
surovina;sur-ov-i-n-a
mužný;muž-n-ý
krátkém;krát-k-é-m
nejlepšího;nej-lep-š-í-ho
nejskromňejší;nej-s-krom-ň-ej-š-í
vezMŇEte;vez-MŇE-te
voláni;vol-á-n-i
skalici;skalic-i
denního;den-n-í-ho
sXelling;sXelling
nařídili;na-říd-i-l-i
malárii;malár-i-i
rudý;rud-ý
pozornost;po-zor-n-ost
janák;janák
natřená;na-tř-en-á
vlnu;vln-u
šotyš;šotyš
bývalo;bý-v-a-l-o
polednímu;pol-e-dn-í-mu
bábu;báb-u
individuální;in-divid-u-ál-n-í
purifikované;puri-fik-ova-n-é
zůstanu;zů-sta-n-u
lucifer;luci-fer
rozčilený;roz-čil-en-ý
jezdilo;jezd-i-l-o
vltavy;vltav-y
zabolelo;za-bol-e-l-o
velikánské;vel-ik-án-sk-é
nutno;nut-n-o
keři;keř-i
sklaďe;s-klaď-e
řekňete;řek-ň-e-te
ráček;ráč-ek
mrká;mrk-á
obratňe;ob-rat-ň-e
prostor;pro-stor
nepřímé;ne-přím-é
uklidit;u-klid-i-t
ustrnule;u-s-trn-u-l-e
tvrdíme;tvrd-í-me
hráč;hrá-č
majíce;m-aj-íc-e
dosti;dost-i
kličku;klič-k-u
opilcům;o-pi-l-c-ů-m
eKSperiment;eKSperi-ment
babička;bab-ič-k-a
karkulce;karkul-c-e
nezvedl;ne-z-ved-l
slabosti;slab-ost-i
grébovky;grébov-k-y
astmaticky;astm-at-ic-k-y
determinováno;de-termin-ová-n-o
ždibec;ždib-ec
sedm;sedm
propadneme;pro-pad-n-e-me
zamyslil;za-mysl-i-l
ťeXhle;ť-e-X-hle
moniky;monik-y
formulí;form-ul-í
úředníci;ú-řed-n-íc-i
nejmladší;nej-mlad-š-í
poXybovačňe;po-Xyb-ova-č-ň-e
domovníkovým;dom-ov-n-ík-ov-ý-m
ublížil;u-blíž-i-l
mOdrýma;mOdr-ý-m-a
obklopená;ob-klop-en-á
páter;páter
geometrico;geometrico
filozofické;filo-zof-ic-k-é
naplňuje;na-plň-u-j-e
monstrum;monstr-um
velkým;vel-k-ý-m
pojít;po-jí-t
nedopsaný;ne-do-ps-a-n-ý
zrána;z-rán-a
žatracená;ža-trac-en-á
vynesl;vy-nes-l
vyvolány;vy-vol-á-n-y
protože;pro-t-o-že
přírodovJEdeckého;pří-rod-o-vJEd-ec-k-é-ho
nelíbilo;ne-líb-i-l-o
hele;hele
vlhké;vlh-k-é
objektivnímu;ob-jekt-iv-n-í-mu
smradlavém;smrad-l-av-é-m
načež;na-č-ež
přestupek;přes-tup-ek
králka;král-k-a
zemíX;zem-í-X
kOsnOt;kOs-nO-t
nepoddal;ne-pod-d-a-l
nesní;ne-sn-í
platonizujícímu;platon-iz-uj-íc-í-mu
šťeňat;šťeň-at
privátňe;priv-át-ň-e
poMŇEry;po-MŇEr-y
prodá;pro-d-á
vyhrkly;vy-hrk-l-y
hodilo;hod-i-l-o
nastavovat;na-stav-ova-t
nebezpečné;ne-bez-peč-n-é
oce;oce
sXůdkáX;s-Xůd-k-á-X
dávali;d-á-v-a-l-i
kotva;kotv-a
překonati;pře-kon-a-ti
jísti;jís-ti
přihlašuje;při-hlaš-u-j-e
tentam;t-en-tam
fidli;fidli
otčenáš;otč-e-n-á-š
rostlo;rost-l-o
kolegové;koleg-ové
potomstva;po-t-o-m-stv-a
sOvislO;sO-vis-l-O
zpívá;z-pí-v-á
zvířátkem;zvíř-át-k-e-m
taKSík;taKS-ík
maličko;mal-ič-k-o
přepadá;pře-pad-á
tOhO;tOh-O
vztažené;vz-taž-en-é
popravišťe;po-prav-išť-e
dokola;do-kol-a
naze;naz-e
zajíká;za-jík-á
trestance;trest-a-n-c-e
strašným;straš-n-ý-m
kalkaty;kalkat-y
dřímat;dřím-a-t
pohovJEt;po-hov-JE-t
jizinka;jizink-a
řemenům;řemen-ů-m
taKSíku;taKS-ík-u
prohledal;pro-hled-a-l
materialistického;mater-i-al-ist-ic-k-é-ho
od;od
vypočítávati;vy-po-čít-á-v-a-ti
zpravidla;z-prav-i-dl-a
kOtku;kOt-k-u
dojde;do-jd-e
zvanému;zv-a-n-é-mu
krásnýX;krás-n-ý-X
trutnova;trutnov-a
nemohla;ne-moh-l-a
dárce;dár-c-e
keithovi;keith-ovi
málo;mál-o
příručímu;pří-ruč-í-mu
hladký;hlad-k-ý
zakOšení;za-kOš-e-n-í
jednoznačné;jedn-o-znač-n-é
čápi;čáp-i
příkladu;pří-klad-u
voříškovýX;vořísk-ov-ý-X
čopak;č-o-pak
hodil;hod-i-l
myšlence;myšl-e-n-c-e
suší;suš-í
strašný;straš-n-ý
póvl;póvl
pohřební;po-hřeb-n-í
elektrickO;elektr-ic-k-O
zapsali;za-ps-a-l-i
brno;brn-o
činí;čin-í
pekla;pek-l-a
yorku;york-u
povíš;po-v-í-š
copatého;cop-at-é-ho
domňelé;do-mň-e-l-é
nejkratšími;nej-krat-š-í-m-i
vztyčila;vz-tyč-i-l-a
Xudáci;Xud-ác-i
moderního;modern-í-ho
indeterminism;in-de-termin-ism
dokonalém;do-kon-a-l-é-m
přesná;přesn-á
transcendenci;tran-scend-enc-i
říkáš;řík-á-š
jelení;jelen-í
bOřit;bOř-i-t
staré;star-é
turci;turc-i
zázrak;zá-zrak
zločinem;zl-o-čin-e-m
přičiňení;při-čiň-en-í
vlídností;vlíd-n-ost-í
tititi;ti-ti-ti
nakloňeni;na-kloň-en-i
přerušil;pře-ruš-i-l
vojáků;voj-ák-ů
vylučovali;vy-luč-ova-l-i
reste;reste
přidává;při-d-á-v-á
tenké;ten-k-é
poptá;po-pt-á
graessnerii;graessnerii
amen;amen
abstrakce;ab-s-trak-c-e
drobátko;drob-átk-o
amerikánství;amerik-án-stv-í
cos;c-o-s
krávu;kráv-u
tajnému;taj-n-é-mu
mými;m-ý-m-i
přebrOšené;pře-brOš-en-é
princátky;princ-át-k-y
inžinýři;inžin-ýř-i
patřil;patř-i-l
jemuž;j-e-mu-ž
odhodlaňe;od-hodl-a-ň-e
filozofije;filo-zof-ij-e
badenský;baden-sk-ý
čemupak;č-e-mu-pak
nymburka;nymburk-a
nezdá;ne-z-dá
začínat;za-č-ín-a-t
neuzvedla;ne-u-z-ved-l-a
znamená;znam-en-á
svými;s-v-ý-m-i
Ator;At-or
pohani;pohan-i
mizera;mizer-a
meyer;meyer
špagát;špag-át
potrestá;po-trest-á
rváč;rv-á-č
bohem;boh-e-m
nehodí;na-hod-í
uXování;u-Xov-á-n-í
Xladné;Xlad-n-é
potoka;po-tok-a
taktovku;takt-ov-k-u
kňučení;kňuč-e-n-í
zadrhovaly;za-drh-ova-l-y
lékařů;lék-ař-ů
bývalý;bý-v-a-l-ý
optimism;optim-ism
theologorum;theologorum
Xuravosti;Xur-av-ost-i
vysypala;vy-syp-a-l-a
božský;bož-sk-ý
znalost;zn-a-l-ost
ideálem;ideál-e-m
zbytečňe;z-by-t-eč-ň-e
škubaly;škub-a-l-y
spravedlivým;s-prav-ed-l-iv-ý-m
nejpalčivJEjší;nej-pal-č-iv-JEj-š-í
hodnotící;hod-n-ot-íc-í
křížem;kříž-e-m
článek;člán-ek
krok;krok
hodíte;hod-í-te
posluhovačku;po-slu-ova-č-k-u
zrodily;z-rod-i-l-y
spolupracují;s-pol-u-prac-u-j-í
sMŇEru;s-MŇEr-u
bestije;best-ij-e
lomil;lom-i-l
propánajána;pro-pán-a-ján-a
komety;komet-y
napsala;na-ps-a-l-a
uklidňující;u-klid-ň-uj-í-c-í
sakulente;sakulente
českého;čes-k-é-ho
vošlapa;vo-šlap-a
ať;ať
válečnému;vál-eč-n-é-mu
švédského;švéd-sk-é-ho
popudem;po-pud-e-m
politiku;polit-i-k-u
krást;krást
mužskému;muž-sk-é-mu
sXopnosti;s-Xop-n-ost-i
trůňe;trůň-e
zůstaly;z-ů-sta-l-y
lavici;lav-ic-i
kameloti;kamelot-i
nezaplakala;ne-za-plak-a-l-a
vyrostO;vy-rost-O
papiniho;papini-ho
stroMŇE;stroMŇ-E
byli;by-l-i
list;list
nerozlišený;ne-roz-liš-en-ý
sektami;sekt-a-m-i
Xodilo;Xod-i-l-o
zítra;zítr-a
nevedlo;ne-ved-l-o
podmořskýX;pod-moř-sk-ý-X
defrAdanti;de-frAd-ant-i
strašnO;straš-n-O
ramena;ram-en-a
zaskočit;za-skoč-i-t
poXovejte;po-Xov-ej-te
zevním;ze-vn-í-m
rozhodil;roz-hod-i-l
zjednodušení;z-jedn-o-duš-en-í
mokřiny;mokř-in-y
riziko;rizik-o
knížete;kníž-e-te
skonal;s-kon-a-l
vinna;vin-n-a
m;m
přičiXnOt;při-čiX-nO-t
počali;po-č-a-l-i
plombu;plomb-u
milostné;mil-ost-n-é
rozlOčila;roz-lOč-i-l-a
hňedO;hňed-O
fleky;flek-y
ctihodná;ct-i-hod-n-á
cestoval;cest-ova-l
vojákům;voj-ák-ů-m
lOpežnictví;lOp-ež-n-ic-tv-í
třídy;tříd-y
přemýšlím;pře-mýšl-í-m
přinášejí;při-náš-ej-í
rozryvný;roz-ry-v-n-ý
otázky;o-táz-k-y
čtvrt;čtvrt
přelézt;pře-léz-t
hledat;hled-a-t
parmy;parm-y
prezident;prezid-ent
nadále;na-dál-e
rytířské;rytíř-sk-é
zavrčel;za-vrč-e-l
praXmilióne;praX-milión-e
ňem;ň-e-m
škubá;škub-á
prohledali;pro-hled-a-l-i
dá;d-á
mrzutostí;mrz-ut-ost-í
trvalo;trv-a-l-o
čisté;čist-é
rozebíráme;roze-bír-á-me
podlahu;po-dlah-u
ničem;ni-č-e-m
skládaly;s-klád-a-l-y
návšťeva;návšťev-a
vojáci;voj-ác-i
hlOpý;hlOp-ý
hospody;hospod-y
praktický;prakt-ic-k-ý
svítil;svít-i-l
odstřelili;od-střel-i-l-i
předMŇEt;před-MŇEt
tati;tat-i
lehký;leh-k-ý
smiřuje;s-miř-u-j-e
destilovanO;destil-ova-n-O
stydlivJE;styd-l-iv-JE
vojenská;voj-en-sk-á
povJEsí;po-vJEs-í
noetický;noet-ic-k-ý
spekulaci;spekul-ac-i
vykládat;vy-klád-a-t
způsobený;z-pů-sob-en-ý
nucena;nuc-en-a
trůnem;trůn-e-m
švitořil;švitoř-i-l
proseb;pros-b-a
neseme;nes-e-me
rukopisy;ruk-o-pis-y
korpusa;korpus-a
viďeli;viď-e-l-i
sOdobý;sO-dob-ý
pusu;pus-u
kOle;kOl-e
prvnímu;prv-n-í-mu
eKSistence;eKSist-enc-e
uďelá;u-ďel-á
vykřikl;vy-křik-l
říční;říč-n-í
osvJEdčují;o-s-vJEd-č-u-j-í
tvaru;tvar-u
číča;číč-a
kamzíky;kamz-ík-y
roha;roh-a
demokratická;demo-krat-ic-k-á
divňe;div-ň-e
neXťe;ne-Xť-e
již;již
jest;je-st
hlasem;hlas-e-m
čínskému;čín-sk-é-mu
obtlOstlý;ob-tlOst-l-ý
nejkrásňejší;nej-krás-ň-ej-š-í
princezka;princ-ez-k-a
zábavu;zá-bav-u
ne;ne
pracující;prac-uj-í-c-í
střízlivé;stříz-l-iv-é
ťežce;ťež-c-e
bys;by-s
poetického;poet-ic-k-é-ho
kničení;knič-e-n-í
vJEz;vJEz
holčička;hol-č-ič-k-a
slOpy;slOp-y
sXůze;s-Xůz-e
rest;rest
zakušené;za-kuš-en-é
tajné;taj-n-é
šifrovanýX;šifr-ova-n-ý-X
eKSistujícího;eKSist-uj-í-c-í-ho
vJEdeckém;vJEd-ec-k-é-m
křičet;křič-e-t
maž;maž
klobOčku;klobOč-k-u
jedinečné;jedin-eč-n-é
hodný;hod-n-ý
jazejček;jazejč-ek
kufříku;kufř-ík-u
poctivost;po-ct-i-v-ost
rozkřikla;roz-křik-l-a
hrnO;hrn-O
týral;týr-a-l
duXem;duX-e-m
lebeda;lebed-a
prosťe;prosť-e
zvrhlé;z-vrh-l-é
páčit;páč-i-t
paradoKS;para-doKS
myšlenkO;myšl-e-n-k-O
přijímáno;při-jím-á-n-o
dobrák;dobr-ák
představený;před-stav-en-ý
okrádal;o-krád-a-l
probudil;pro-bud-i-l
vzpomínal;vz-po-mín-a-l
vJEř;vJEř
nemluvňata;ne-mluv-ň-at-a
matematika;matem-at-ik-a
Xybu;Xyb-u
sentimentalism;senti-mental-ism
hedvábnými;hedváb-n-ý-m-i
bázlivostí;bá-z-l-iv-ost-í
natáhni;na-táh-n-i
hospodského;hospod-sk-é-ho
neodvoditelná;ne-od-vod-i-tel-n-á
rozpor;roz-por
muzE;muz-E
schránka;schránka
zdrcen;z-drc-en
zahraďe;za-hraď-e
meditaci;medit-ac-i
nejbližším;nej-bliž-š-í-m
proslulému;pro-slu-l-é-mu
zneužívat;z-ne-u-ží-v-a-t
zde;zd-e
dům;dům
ras;ras
reakci;re-akc-i
raketami;raket-a-m-i
krásňejší;krás-ň-ej-š-í
lnem;ln-e-m
dvůr;dvůr
čerňejší;čerň-ej-š-í
vyříditi;vy-říd-i-ti
následovní;ná-sled-ov-n-í
óhoho;óhoho
praštit;prašt-i-t
podrbal;po-drb-a-l
řeči;řeč-i
jiným;jin-ý-m
nová;nov-á
oslabuje;o-slab-u-j-e
podnítilo;pod-nít-i-l-o
heroická;hero-ic-k-á
každý;každ-ý
poklad;po-klad
ježit;jež-i-t
odhrnul;od-hrn-u-l
klenot;klenot
kotvu;kotv-u
zatrápený;za-tráp-en-ý
instalatérem;instal-at-ér-e-m
rozum;roz-um
napuXlá;na-puX-l-á
krutého;krut-é-ho
uličník;ulič-n-ík
myslíš;mysl-í-š
zodpovJEdností;z-od-po-vJEd-n-ost-í
kavkám;kav-k-ám
nedávali;ne-d-á-v-a-l-i
osaMŇElý;o-saMŇ-E-l-ý
pozitivňe;pozit-iv-ň-e
kritiky;krit-ik-y
neXávaje;neX-á-v-aj-e
hasiči;has-i-č-i
vyšel;vy-še-l
mimo;mimo
odkOkali;od-kOk-a-l-i
javor;javor
lupa;lup-a
žádOcí;žád-O-c-í
poručily;po-ruč-i-l-y
tys;t-y-s
vzácnými;vzác-n-ý-m-i
lodi;lod-i
hlídačské;hlíd-a-č-sk-é
mlel;ml-e-l
zajišťena;za-jišť-en-a
slovem;slov-e-m
můžeš;můž-e-š
došla;do-š-l-a
šesták;šest-ák
skeptik;skept-ik
stoletíX;st-o-let-í-X
spoléhat;s-po-léh-a-t
humanism;human-ism
dirigoval;di-rig-ova-l
víry;vír-y
dokumentů;doku-ment-ů
spanilému;span-il-é-mu
tajemství;taj-em-stv-í
strážníková;stráž-n-ík-ov-á
intelektuálno;intelekt-u-ál-n-o
zdvořilostí;z-dvoř-i-l-ost-í
velkO;vel-k-O
kontemplace;kon-templ-ac-e
vykuXat;vy-kuX-a-t
ďejin;ďej-in
viďení;viď-e-n-í
nemocí;ne-moc-í
zažraní;za-žr-a-n-í
myslitelství;mysl-i-tel-stv-í
holanďan;holanď-an
pedanterije;pedant-er-ij-e
tentokrát;t-en-t-o-krát
abstraktníX;ab-s-trakt-n-í-X
baXratý;bachr-at-ý
slušňe;sluš-ň-e
pendrekům;pendrek-ů-m
jakýmkoliv;jak-ý-m-koliv
lesními;les-n-í-m-i
domáhajícíX;do-máh-aj-í-c-í-X
dráždivJE;drážď-i-v-JE
neuteče;ne-u-teč-e
tváři;tvář-i
užívá;u-ží-v-á
vyřezán;vy-řez-á-n
rovné;rov-n-é
tramvaje;tramvaj-e
žhářovi;žh-ář-ovi
trestanců;trest-a-n-c-ů
zastoupena;za-stoup-en-a
dobrati;do-br-a-ti
mladými;mlad-ý-m-i
pilocereus;pilocereus
nevýslovné;ne-vý-slov-n-é
záXrannýX;zá-Xran-n-ý-X
střeXu;střeX-u
povídku;po-víd-k-u
hlava;hlav-a
účtárnáX;ú-čt-ár-n-á-X
jmenovala;jmen-ova-l-a
